2015-01-01 00:00:00,1
2015-01-01 00:00:02,1
2015-01-01 00:00:03,2
2015-01-01 00:00:10,4
2015-01-01 00:00:14,1
2015-01-01 00:00:15,1
2015-01-01 00:00:20,1
2015-01-01 00:00:21,1
2015-01-01 00:00:23,1
2015-01-01 00:00:24,1
2015-01-01 00:00:25,1
2015-01-01 00:00:26,1
2015-01-01 00:00:28,1
2015-01-01 00:00:34,1
2015-01-01 00:00:36,2
2015-01-01 00:00:43,1
2015-01-01 00:00:44,3
2015-01-01 00:00:47,1
2015-01-01 00:00:48,1
2015-01-01 00:00:50,1
2015-01-01 00:00:54,1
2015-01-01 00:00:55,2
2015-01-01 00:00:57,1
2015-01-01 00:01:00,1
2015-01-01 00:01:01,1
2015-01-01 00:01:02,1
2015-01-01 00:01:03,1
2015-01-01 00:01:04,1
2015-01-01 00:01:05,1
2015-01-01 00:01:06,1
2015-01-01 00:01:08,1
2015-01-01 00:01:10,1
2015-01-01 00:01:14,1
2015-01-01 00:01:15,1
2015-01-01 00:01:17,1
2015-01-01 00:01:21,1
2015-01-01 00:01:22,2
2015-01-01 00:01:29,1
2015-01-01 00:01:30,1
2015-01-01 00:01:31,2
2015-01-01 00:01:32,2
2015-01-01 00:01:36,1
2015-01-01 00:01:37,2
2015-01-01 00:01:39,1
2015-01-01 00:01:40,1
2015-01-01 00:01:41,1
2015-01-01 00:01:42,1
2015-01-01 00:01:45,3
2015-01-01 00:01:46,1
2015-01-01 00:01:48,1
2015-01-01 00:01:49,1
2015-01-01 00:01:51,1
2015-01-01 00:01:54,1
2015-01-01 00:01:56,1
2015-01-01 00:01:57,1
2015-01-01 00:01:58,2
2015-01-01 00:01:59,2
2015-01-01 00:02:00,1
2015-01-01 00:02:01,1
2015-01-01 00:02:02,1
2015-01-01 00:02:03,1
2015-01-01 00:02:04,2
2015-01-01 00:02:05,1
2015-01-01 00:02:06,1
2015-01-01 00:02:08,2
2015-01-01 00:02:09,1
2015-01-01 00:02:10,2
2015-01-01 00:02:11,1
2015-01-01 00:02:12,2
2015-01-01 00:02:13,1
2015-01-01 00:02:15,1
2015-01-01 00:02:16,2
2015-01-01 00:02:17,1
2015-01-01 00:02:20,1
2015-01-01 00:02:22,1
2015-01-01 00:02:26,2
2015-01-01 00:02:28,1
2015-01-01 00:02:29,2
2015-01-01 00:02:31,2
2015-01-01 00:02:33,1
2015-01-01 00:02:34,2
2015-01-01 00:02:35,1
2015-01-01 00:02:40,1
2015-01-01 00:02:42,1
2015-01-01 00:02:43,2
2015-01-01 00:02:44,3
2015-01-01 00:02:45,1
2015-01-01 00:02:48,2
2015-01-01 00:02:49,2
2015-01-01 00:02:52,1
2015-01-01 00:02:53,1
2015-01-01 00:02:56,2
2015-01-01 00:02:57,1
2015-01-01 00:02:58,1
2015-01-01 00:03:00,1
